Date,FIPS,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity
03/07/2021,36061,10,New York County,NY,11.8,191452,191447,13.1,191418,13.7,97393,35.3,96.2,347295,21.3,347262,23.7,346893,24.8,150944,54.7,C,9,9,9,10,Metro,1,1,1,2
03/07/2021,36005,10,Bronx County,NY,7,99971,99960,8.5,99943,9.3,43569,23.1,96.2,175119,12.3,175092,14.8,174948,16.4,71021,37.6,D,13,13,13,13,Metro,1,1,1,1
03/07/2021,36085,10,Richmond County,NY,10.3,49170,49168,12,49160,13.2,23343,29.4,96.2,88686,18.6,88678,21.7,88616,23.8,39145,49.4,B,5,5,5,5,Metro,1,1,1,1
03/07/2021,36081,10,Queens County,NY,7.3,165412,165405,8.5,165387,9.2,67296,18.3,96.2,350835,15.6,350806,18.1,350547,19.4,137636,37.4,C,9,9,9,9,Metro,1,1,1,1
03/06/2021,36061,9,New York County,NY,11.5,186965,186960,12.8,186933,13.4,95495,34.6,96.1,335158,20.6,335127,22.9,334816,24,148482,53.8,C,9,9,9,10,Metro,1,1,1,2
03/06/2021,36047,9,Kings County,NY,5.8,148837,148831,6.9,148808,7.5,59612,16.2,96.1,301394,11.8,301350,14.0,301159,15.2,115631,31.4,D,13,13,13,13,Metro,1,1,1,1
03/06/2021,36081,9,Queens County,NY,7,158585,158578,8.2,158562,8.8,63682,17.3,96.1,336305,14.9,336277,17.3,336044,18.6,133237,36.2,C,9,9,9,9,Metro,1,1,1,1
03/06/2021,36005,9,Bronx County,NY,6.8,96725,96714,8.2,96697,9,41870,22.2,96.1,170127,12,170101,14.4,169970,15.9,69263,36.7,D,13,13,13,13,Metro,1,1,1,1
03/06/2021,36085,9,Richmond County,NY,10,47774,47772,11.7,47764,12.8,22544,28.4,96.1,85703,18,85695,21.0,85644,23,38171,48.1,B,5,5,5,5,Metro,1,1,1,1
03/05/2021,36085,9,Richmond County,NY,9.8,46430,46429,11.4,46421,12.5,21782,27.5,96,82781,17.4,82773,20.2,82726,22.2,37194,46.9,B,5,5,5,5,Metro,1,1,1,1
03/05/2021,36047,9,Kings County,NY,5.6,143324,143320,6.7,143298,7.2,57214,15.6,96,289597,11.3,289554,13.4,289383,14.6,112101,30.5,D,13,13,13,13,Metro,1,1,1,1
03/05/2021,36081,9,Queens County,NY,6.8,152374,152367,7.8,152351,8.5,60466,16.4,96,320975,14.2,320947,16.5,320743,17.8,128850,35,C,9,9,9,9,Metro,1,1,1,1
03/05/2021,36005,9,Bronx County,NY,6.5,92474,92464,7.8,92450,8.6,39939,21.2,96,164145,11.6,164122,13.9,164001,15.3,67155,35.6,D,13,13,13,13,Metro,1,1,1,1
03/05/2021,36061,9,New York County,NY,11.2,182569,182564,12.5,182539,13.1,93276,33.8,96,322826,19.8,322797,22.0,322525,23.1,145927,52.8,C,9,9,9,10,Metro,1,1,1,2
03/04/2021,36081,9,Queens County,NY,6.6,148244,148237,7.6,148222,8.2,58425,15.9,96,307916,13.7,307888,15.8,307701,17.1,124948,33.9,C,9,9,9,9,Metro,1,1,1,1
03/04/2021,36047,9,Kings County,NY,5.4,138666,138662,6.4,138641,7,55128,15,96,278382,10.9,278339,12.9,278186,14.1,108889,29.6,D,13,13,13,13,Metro,1,1,1,1
03/04/2021,36005,9,Bronx County,NY,6.3,88760,88751,7.5,88737,8.3,38181,20.2,96,159625,11.3,159605,13.5,159496,14.9,65723,34.8,D,13,13,13,13,Metro,1,1,1,1
03/04/2021,36061,9,New York County,NY,11,178957,178952,12.2,178927,12.8,91479,33.1,96,310939,19.1,310910,21.2,310665,22.2,143393,51.9,C,9,9,9,10,Metro,1,1,1,2
03/04/2021,36085,9,Richmond County,NY,9.5,45145,45144,11,45136,12.1,21039,26.5,96,79404,16.7,79397,19.4,79356,21.3,36169,45.6,B,5,5,5,5,Metro,1,1,1,1
03/03/2021,36081,9,Queens County,NY,6.5,145813,145806,7.5,145791,8.1,57110,15.5,95.9,297809,13.2,297781,15.3,297608,16.5,121130,32.9,C,9,9,9,9,Metro,1,1,1,1
03/03/2021,36047,9,Kings County,NY,5.3,136246,136242,6.3,136222,6.9,53832,14.6,95.9,269235,10.5,269192,12.5,269054,13.6,105590,28.7,D,13,13,13,13,Metro,1,1,1,1
03/03/2021,36061,9,New York County,NY,10.8,176305,176301,12,176276,12.6,89947,32.6,95.9,301831,18.5,301803,20.6,301590,21.6,140495,50.9,C,9,9,9,10,Metro,1,1,1,2
03/03/2021,36085,9,Richmond County,NY,9.3,44125,44124,10.8,44117,11.8,20427,25.8,95.9,77493,16.3,77486,18.9,77447,20.8,35185,44.4,B,5,5,5,5,Metro,1,1,1,1
03/03/2021,36005,9,Bronx County,NY,6,85601,85593,7.2,85583,8,36676,19.4,95.9,155834,11,155820,13.2,155715,14.6,64307,34.1,D,13,13,13,13,Metro,1,1,1,1
03/02/2021,36047,9,Kings County,NY,5.2,133915,133911,6.2,133892,6.8,52539,14.3,95.9,259994,10.2,259951,12.1,259827,13.1,102451,27.8,D,13,13,13,13,Metro,1,1,1,1
03/02/2021,36085,9,Richmond County,NY,9.1,43172,43171,10.6,43164,11.6,19843,25,95.9,76014,16,76007,18.6,75969,20.4,34672,43.7,B,5,5,5,5,Metro,1,1,1,1
03/02/2021,36005,9,Bronx County,NY,5.8,82818,82810,7,82801,7.7,35360,18.7,95.9,151377,10.7,151363,12.8,151264,14.1,62849,33.3,D,13,13,13,13,Metro,1,1,1,1
03/02/2021,36081,9,Queens County,NY,6.4,143638,143631,7.4,143616,8,55924,15.2,95.9,288066,12.8,288039,14.8,287881,16,117459,31.9,C,9,9,9,9,Metro,1,1,1,1
03/02/2021,36061,9,New York County,NY,10.7,173494,173490,11.8,173466,12.4,88102,31.9,95.9,292986,18,292958,20.0,292772,21,137989,50,C,9,9,9,10,Metro,1,1,1,2
03/01/2021,36081,9,Queens County,NY,6.2,140367,140360,7.2,140345,7.8,54237,14.7,95.9,277706,12.3,277679,14.3,277542,15.4,113726,30.9,C,9,9,9,9,Metro,1,1,1,1
03/01/2021,36085,9,Richmond County,NY,8.9,42507,42506,10.4,42499,11.4,19525,24.6,95.9,74693,15.7,74686,18.3,74649,20,34233,43.2,B,5,5,5,5,Metro,1,1,1,1
03/01/2021,36047,9,Kings County,NY,5.1,130023,130019,6,130000,6.6,50619,13.8,95.9,250589,9.8,250547,11.6,250435,12.7,99554,27.1,D,13,13,13,13,Metro,1,1,1,1
03/01/2021,36005,9,Bronx County,NY,5.6,79060,79053,6.7,79044,7.4,33632,17.8,95.9,146806,10.4,146792,12.4,146698,13.7,61244,32.4,D,13,13,13,13,Metro,1,1,1,1
03/01/2021,36061,9,New York County,NY,10.5,170265,170261,11.6,170238,12.2,86236,31.2,95.9,286672,17.6,286644,19.6,286491,20.5,136211,49.3,C,9,9,9,10,Metro,1,1,1,2
02/28/2021,36081,9,Queens County,NY,6,135906,135900,7,135885,7.5,51877,14.1,95.8,260918,11.6,260891,13.4,260794,14.5,107755,29.3,C,9,9,9,9,Metro,1,1,1,1
02/28/2021,36005,9,Bronx County,NY,5.4,76446,76439,6.5,76432,7.1,32438,17.2,95.8,143012,10.1,142998,12.1,142912,13.4,59836,31.7,D,13,13,13,13,Metro,1,1,1,1
02/28/2021,36085,9,Richmond County,NY,8.7,41502,41501,10.1,41494,11.1,18889,23.8,95.8,71455,15,71448,17.5,71419,19.2,33080,41.7,B,5,5,5,5,Metro,1,1,1,1
02/28/2021,36047,9,Kings County,NY,4.9,125882,125878,5.8,125860,6.4,48495,13.2,95.8,237295,9.3,237253,11.0,237168,12,95797,26,D,13,13,13,13,Metro,1,1,1,1
02/28/2021,36061,9,New York County,NY,10.3,167366,167362,11.4,167340,12,84597,30.6,95.8,276530,17,276503,18.9,276382,19.8,133238,48.3,C,9,9,9,10,Metro,1,1,1,2
02/27/2021,36061,8,New York County,NY,10,162625,162621,11.1,162600,11.6,82047,29.7,95.8,265743,16.3,265716,18.1,265619,19,130296,47.2,C,9,9,9,9,Metro,1,1,1,1
02/27/2021,36005,8,Bronx County,NY,5.1,71754,71747,6.1,71740,6.7,29820,15.8,95.8,138167,9.7,138153,11.7,138081,12.9,58141,30.8,D,13,13,13,13,Metro,1,1,1,1
02/27/2021,36047,8,Kings County,NY,4.7,121160,121157,5.6,121139,6.1,46043,12.5,95.8,226434,8.8,226392,10.5,226327,11.4,92572,25.2,D,13,13,13,13,Metro,1,1,1,1
02/27/2021,36081,8,Queens County,NY,5.8,130703,130698,6.7,130684,7.3,49079,13.3,95.8,249552,11.1,249525,12.8,249453,13.8,103939,28.2,C,9,9,9,9,Metro,1,1,1,1
02/27/2021,36085,8,Richmond County,NY,8.4,40001,40000,9.8,39993,10.7,17967,22.7,95.8,69178,14.5,69172,16.9,69148,18.6,32363,40.8,B,5,5,5,5,Metro,1,1,1,1
02/26/2021,36047,8,Kings County,NY,4.5,115125,115122,5.3,115105,5.8,43014,11.7,95.8,217763,8.5,217721,10.1,217662,11,89803,24.4,D,13,13,13,13,Metro,1,1,1,1
02/26/2021,36085,8,Richmond County,NY,8,38100,38099,9.3,38092,10.2,16918,21.3,95.8,66646,14,66640,16.3,66619,17.9,31725,40,B,5,5,5,5,Metro,1,1,1,1
02/26/2021,36005,8,Bronx County,NY,4.8,67837,67831,5.7,67824,6.3,27720,14.7,95.8,133583,9.4,133569,11.3,133506,12.5,56671,30,D,13,13,13,13,Metro,1,1,1,1
02/26/2021,36081,8,Queens County,NY,5.5,124220,124215,6.4,124202,6.9,45603,12.4,95.8,240310,10.7,240284,12.4,240215,13.3,100923,27.4,C,9,9,9,9,Metro,1,1,1,1
02/26/2021,36061,8,New York County,NY,9.5,155506,155502,10.6,155481,11.1,77573,28.1,95.8,256576,15.8,256549,17.5,256459,18.4,127844,46.3,C,9,9,9,9,Metro,1,1,1,1
02/25/2021,36061,8,New York County,NY,9.2,149792,149788,10.2,149769,10.7,73542,26.6,95.8,247879,15.2,247852,16.9,247776,17.7,125477,45.4,C,9,9,9,9,Metro,1,1,1,1
02/25/2021,36085,8,Richmond County,NY,7.6,36155,36154,8.8,36147,9.7,15708,19.8,95.8,64019,13.4,64015,15.7,63996,17.2,30979,39.1,B,5,5,5,5,Metro,1,1,1,1
02/25/2021,36047,8,Kings County,NY,4.3,109708,109705,5.1,109688,5.5,40022,10.9,95.8,209233,8.2,209191,9.7,209135,10.6,87134,23.7,D,13,13,13,13,Metro,1,1,1,1
02/25/2021,36081,8,Queens County,NY,5.3,118420,118415,6.1,118402,6.6,42347,11.5,95.8,229660,10.2,229634,11.8,229577,12.7,97328,26.4,C,9,9,9,9,Metro,1,1,1,1
02/25/2021,36005,8,Bronx County,NY,4.5,64501,64496,5.5,64489,6,25712,13.6,95.8,129832,9.2,129818,11.0,129757,12.1,55236,29.3,D,13,13,13,13,Metro,1,1,1,1
02/24/2021,36005,8,Bronx County,NY,4.4,62216,62212,5.3,62205,5.8,24293,12.9,95.8,126769,8.9,126755,10.7,126698,11.8,54043,28.6,D,13,13,13,13,Metro,1,1,1,1
02/24/2021,36085,8,Richmond County,NY,7.4,35410,35409,8.7,35402,9.5,15321,19.3,95.8,62861,13.2,62857,15.4,62839,16.9,30588,38.6,B,5,5,5,5,Metro,1,1,1,1
02/24/2021,36061,8,New York County,NY,9,146132,146128,10,146110,10.5,70945,25.7,95.8,243133,14.9,243106,16.6,243040,17.4,123993,44.9,C,9,9,9,9,Metro,1,1,1,1
02/24/2021,36047,8,Kings County,NY,4.1,106201,106199,4.9,106183,5.4,38035,10.3,95.8,203584,8,203543,9.5,203496,10.3,85020,23.1,D,13,13,13,13,Metro,1,1,1,1
02/24/2021,36081,8,Queens County,NY,5.1,115129,115124,5.9,115113,6.4,40468,11,95.8,223280,9.9,223254,11.5,223201,12.4,94821,25.7,C,9,9,9,9,Metro,1,1,1,1
02/23/2021,36085,8,Richmond County,NY,7.3,34733,34732,8.5,34726,9.3,15047,19,95.7,61988,13,61984,15.2,61967,16.6,30251,38.1,B,5,5,5,5,Metro,1,1,1,1
02/23/2021,36005,8,Bronx County,NY,4.3,60924,60920,5.2,60914,5.7,23571,12.5,95.7,124325,8.8,124311,10.5,124258,11.6,53103,28.1,D,13,13,13,13,Metro,1,1,1,1
02/23/2021,36047,8,Kings County,NY,4,103164,103162,4.8,103147,5.2,36334,9.9,95.7,199507,7.8,199467,9.3,199422,10.1,83424,22.7,D,13,13,13,13,Metro,1,1,1,1
02/23/2021,36061,8,New York County,NY,8.8,143656,143652,9.8,143635,10.3,69309,25.1,95.7,238067,14.6,238041,16.3,237982,17,122447,44.3,C,9,9,9,9,Metro,1,1,1,1
02/23/2021,36081,8,Queens County,NY,5,112859,112854,5.8,112843,6.3,39167,10.6,95.7,218263,9.7,218239,11.2,218190,12.1,93002,25.2,C,9,9,9,9,Metro,1,1,1,1
02/22/2021,36047,8,Kings County,NY,3.9,100512,100510,4.7,100497,5.1,34928,9.5,95.7,197459,7.7,197420,9.2,197377,10,82670,22.5,D,13,13,13,13,Metro,1,1,1,1
02/22/2021,36061,8,New York County,NY,8.6,140670,140666,9.6,140650,10.1,67508,24.4,95.7,235573,14.5,235547,16.1,235493,16.9,121640,44.1,C,9,9,9,9,Metro,1,1,1,1
02/22/2021,36085,8,Richmond County,NY,7.1,33777,33776,8.3,33770,9.1,14480,18.3,95.7,61738,13,61734,15.1,61717,16.6,30182,38.1,B,5,5,5,5,Metro,1,1,1,1
02/22/2021,36081,8,Queens County,NY,4.9,110801,110797,5.7,110786,6.1,38170,10.4,95.7,215894,9.6,215870,11.1,215822,12,92070,25,C,9,9,9,9,Metro,1,1,1,1
02/22/2021,36005,8,Bronx County,NY,4.2,59537,59533,5,59529,5.6,22784,12.1,95.7,122511,8.6,122497,10.4,122446,11.4,52530,27.8,D,13,13,13,13,Metro,1,1,1,1
02/21/2021,36081,8,Queens County,NY,4.8,107095,107091,5.5,107081,5.9,36217,9.8,95.7,214061,9.5,214037,11.0,213989,11.9,91006,24.7,C,9,9,9,9,Metro,1,1,1,1
02/21/2021,36005,8,Bronx County,NY,4.1,58154,58151,4.9,58148,5.4,21981,11.6,95.7,121189,8.5,121175,10.3,121126,11.3,52126,27.6,D,13,13,13,13,Metro,1,1,1,1
02/21/2021,36085,8,Richmond County,NY,6.7,31900,31899,7.8,31893,8.6,13266,16.7,95.7,61346,12.9,61342,15.0,61325,16.5,29947,37.8,B,5,5,5,5,Metro,1,1,1,1
02/21/2021,36061,8,New York County,NY,8.5,137730,137726,9.4,137711,9.9,65655,23.8,95.7,233942,14.4,233916,16.0,233866,16.7,120871,43.8,C,9,9,9,9,Metro,1,1,1,1
02/21/2021,36047,8,Kings County,NY,3.8,96802,96800,4.5,96787,4.9,32832,8.9,95.7,195693,7.6,195654,9.1,195612,9.9,81715,22.2,D,13,13,13,13,Metro,1,1,1,1
02/20/2021,36081,7,Queens County,NY,4.5,102357,102354,5.3,102344,5.7,33655,9.1,95.7,211579,9.4,211555,10.9,211510,11.7,89540,24.3,C,9,9,9,9,Metro,1,1,1,1
02/20/2021,36005,7,Bronx County,NY,3.9,55508,55506,4.7,55503,5.2,20307,10.8,95.7,119393,8.4,119380,10.1,119336,11.2,51464,27.3,D,13,13,13,13,Metro,1,1,1,1
02/20/2021,36047,7,Kings County,NY,3.6,92086,92084,4.3,92071,4.7,30418,8.3,95.7,193326,7.6,193288,9.0,193246,9.8,80543,21.9,D,13,13,13,13,Metro,1,1,1,1
02/20/2021,36085,7,Richmond County,NY,6.2,29596,29595,7.2,29590,7.9,11757,14.8,95.7,60598,12.7,60594,14.8,60579,16.3,29574,37.3,B,5,5,5,5,Metro,1,1,1,1
02/20/2021,36061,7,New York County,NY,8.1,132030,132026,9,132012,9.5,61731,22.4,95.7,230996,14.2,230970,15.8,230922,16.5,119163,43.2,C,9,9,9,9,Metro,1,1,1,1
02/19/2021,36061,7,New York County,NY,7.7,126042,126038,8.6,126025,9,57780,20.9,95.7,227802,14,227776,15.6,227733,16.3,117781,42.7,C,9,9,9,9,Metro,1,1,1,1
02/19/2021,36005,7,Bronx County,NY,3.7,52737,52735,4.5,52732,4.9,18803,10,95.7,117197,8.3,117184,9.9,117148,11,50612,26.8,D,13,13,13,13,Metro,1,1,1,1
02/19/2021,36081,7,Queens County,NY,4.3,97380,97377,5,97367,5.4,31229,8.5,95.7,209271,9.3,209248,10.8,209206,11.6,88422,24,C,9,9,9,9,Metro,1,1,1,1
02/19/2021,36085,7,Richmond County,NY,6,28481,28480,7,28475,7.6,11136,14,95.7,60040,12.6,60036,14.7,60021,16.1,29338,37,B,5,5,5,5,Metro,1,1,1,1
02/19/2021,36047,7,Kings County,NY,3.4,88070,88068,4.1,88056,4.4,28648,7.8,95.7,191011,7.5,190974,8.9,190935,9.6,79613,21.6,D,13,13,13,13,Metro,1,1,1,1
02/18/2021,36047,7,Kings County,NY,3.2,83059,83058,3.9,83046,4.2,26285,7.1,95.7,188507,7.4,188471,8.8,188433,9.5,78470,21.3,D,13,13,13,13,Metro,1,1,1,1
02/18/2021,36081,7,Queens County,NY,4.1,92359,92356,4.8,92347,5.1,28650,7.8,95.7,206645,9.2,206622,10.6,206582,11.5,86983,23.6,C,9,9,9,9,Metro,1,1,1,1
02/18/2021,36085,7,Richmond County,NY,5.7,26927,26926,6.6,26921,7.2,10243,12.9,95.7,59642,12.5,59638,14.6,59623,16,29155,36.8,B,5,5,5,5,Metro,1,1,1,1
02/18/2021,36005,7,Bronx County,NY,3.5,49415,49413,4.2,49410,4.6,16971,9,95.7,112979,8,112967,9.6,112932,10.6,48058,25.5,D,13,13,13,13,Metro,1,1,1,1
02/18/2021,36061,7,New York County,NY,7.4,120111,120107,8.2,120095,8.6,53777,19.5,95.7,224416,13.8,224390,15.3,224350,16.1,116164,42.1,C,9,9,9,9,Metro,1,1,1,1
02/17/2021,36005,7,Bronx County,NY,3.4,47531,47529,4,47526,4.4,16133,8.5,95.6,110522,7.8,110510,9.4,110478,10.3,46993,24.9,D,13,13,13,13,Metro,1,1,1,1
02/17/2021,36061,7,New York County,NY,7,114081,114077,7.8,114065,8.2,49803,18,95.6,219835,13.5,219809,15.0,219773,15.7,113745,41.2,C,9,9,9,9,Metro,1,1,1,1
02/17/2021,36085,7,Richmond County,NY,5.4,25755,25754,6.3,25750,6.9,9646,12.2,95.6,59213,12.4,59209,14.5,59194,15.9,29000,36.6,B,5,5,5,5,Metro,1,1,1,1
02/17/2021,36081,7,Queens County,NY,3.9,88403,88400,4.5,88391,4.9,26805,7.3,95.6,203317,9,203294,10.5,203254,11.3,85292,23.2,C,9,9,9,9,Metro,1,1,1,1
02/17/2021,36047,7,Kings County,NY,3.1,78961,78960,3.7,78948,4,24393,6.6,95.6,185215,7.2,185180,8.6,185144,9.4,77049,20.9,D,13,13,13,13,Metro,1,1,1,1
02/16/2021,36081,7,Queens County,NY,3.8,84857,84854,4.4,84845,4.7,25058,6.8,95.5,201475,8.9,201452,10.4,201416,11.2,84444,22.9,C,9,9,9,9,Metro,1,1,1,1
02/16/2021,36061,7,New York County,NY,6.6,107719,107715,7.4,107704,7.7,45117,16.3,95.5,217029,13.3,217003,14.8,216971,15.5,112380,40.7,C,9,9,9,9,Metro,1,1,1,1
02/16/2021,36085,7,Richmond County,NY,5.2,24879,24878,6.1,24874,6.7,9194,11.6,95.5,58762,12.3,58758,14.4,58744,15.8,28805,36.3,B,5,5,5,5,Metro,1,1,1,1
02/16/2021,36005,7,Bronx County,NY,3.2,45136,45135,3.8,45133,4.2,14854,7.9,95.5,108291,7.6,108279,9.2,108250,10.1,46157,24.5,D,13,13,13,13,Metro,1,1,1,1
02/16/2021,36047,7,Kings County,NY,3,75631,75630,3.5,75619,3.8,22780,6.2,95.5,183290,7.2,183256,8.5,183220,9.3,76256,20.7,D,13,13,13,13,Metro,1,1,1,1
02/15/2021,36047,7,Kings County,NY,2.7,69329,69328,3.2,69318,3.5,19670,5.3,95.5,176383,6.9,176349,8.2,176315,8.9,72452,19.7,D,13,13,13,13,Metro,1,1,1,1
02/15/2021,36061,7,New York County,NY,6.2,100311,100307,6.9,100296,7.2,40588,14.7,95.5,210523,12.9,210497,14.4,210468,15.1,108628,39.3,C,9,9,9,9,Metro,1,1,1,1
02/15/2021,36085,7,Richmond County,NY,4.6,21800,21799,5.3,21795,5.9,7247,9.1,95.5,57148,12,57144,14.0,57131,15.3,27814,35.1,B,5,5,5,5,Metro,1,1,1,1
02/15/2021,36081,7,Queens County,NY,3.5,78275,78272,4,78264,4.3,21583,5.9,95.5,194208,8.6,194185,10.0,194151,10.8,80424,21.8,C,9,9,9,9,Metro,1,1,1,1
02/15/2021,36005,7,Bronx County,NY,3,42717,42716,3.6,42714,4,13632,7.2,95.5,104479,7.4,104467,8.8,104443,9.8,44560,23.6,D,13,13,13,13,Metro,1,1,1,1
02/14/2021,36005,7,Bronx County,NY,3,42634,42633,3.6,42631,4,13596,7.2,95.5,104405,7.4,104393,8.8,104369,9.8,44521,23.6,D,13,13,13,13,Metro,1,1,1,1
02/14/2021,36061,7,New York County,NY,6.1,99816,99812,6.8,99801,7.1,40349,14.6,95.5,209701,12.9,209675,14.3,209646,15,108098,39.1,C,9,9,9,9,Metro,1,1,1,1
02/14/2021,36085,7,Richmond County,NY,4.6,21774,21773,5.3,21769,5.8,7239,9.1,95.5,57126,12,57122,14.0,57109,15.3,27802,35.1,B,5,5,5,5,Metro,1,1,1,1
02/14/2021,36081,7,Queens County,NY,3.5,77769,77766,4,77758,4.3,21293,5.8,95.5,193792,8.6,193769,10.0,193735,10.7,80180,21.8,C,9,9,9,9,Metro,1,1,1,1
02/14/2021,36047,7,Kings County,NY,2.7,69202,69201,3.2,69191,3.5,19620,5.3,95.5,176189,6.9,176155,8.2,176121,8.9,72361,19.7,D,13,13,13,13,Metro,1,1,1,1
02/13/2021,36061,6,New York County,NY,5.7,93408,93404,6.4,93393,6.7,35754,12.9,95.3,203683,12.5,203657,13.9,203628,14.6,103824,37.6,C,9,9,9,9,Metro,1,1,1,1
02/13/2021,36085,6,Richmond County,NY,4.3,20408,20407,5,20403,5.5,6337,8,95.3,55444,11.6,55440,13.6,55427,14.9,26636,33.6,B,5,5,5,5,Metro,1,1,1,1
02/13/2021,36081,6,Queens County,NY,3.3,73421,73418,3.8,73411,4.1,19202,5.2,95.3,186314,8.3,186291,9.6,186257,10.3,75816,20.6,C,9,9,9,9,Metro,1,1,1,1
02/13/2021,36005,6,Bronx County,NY,2.9,40507,40506,3.4,40504,3.8,12300,6.5,95.3,101735,7.2,101723,8.6,101699,9.5,43146,22.9,D,13,13,13,13,Metro,1,1,1,1
02/13/2021,36047,6,Kings County,NY,2.5,65022,65021,3,65011,3.3,17548,4.8,95.3,169963,6.6,169929,7.9,169897,8.6,68544,18.6,D,13,13,13,13,Metro,1,1,1,1
02/12/2021,36085,6,Richmond County,NY,4,19154,19153,4.7,19149,5.1,5740,7.2,95.3,53764,11.3,53760,13.1,53748,14.4,25655,32.4,B,5,5,5,5,Metro,1,1,1,1
02/12/2021,36081,6,Queens County,NY,3,67342,67339,3.5,67332,3.7,16594,4.5,95.3,179743,8,179720,9.2,179687,10,72984,19.8,C,9,9,9,9,Metro,1,1,1,1
02/12/2021,36061,6,New York County,NY,5.2,85339,85336,5.8,85325,6.1,30495,11,95.3,199204,12.2,199178,13.6,199150,14.3,101642,36.8,C,9,9,9,9,Metro,1,1,1,1
02/12/2021,36047,6,Kings County,NY,2.4,60438,60437,2.8,60428,3.1,15836,4.3,95.3,163624,6.4,163592,7.6,163561,8.3,65613,17.8,D,13,13,13,13,Metro,1,1,1,1
02/12/2021,36005,6,Bronx County,NY,2.6,37271,37270,3.2,37268,3.5,10768,5.7,95.3,98343,6.9,98331,8.3,98310,9.2,41660,22.1,D,13,13,13,13,Metro,1,1,1,1
02/11/2021,36085,6,Richmond County,NY,3.6,17379,17378,4.2,17375,4.7,4954,6.2,95.1,52043,10.9,52039,12.7,52027,14,24744,31.2,B,5,5,5,5,Metro,1,1,1,1
02/11/2021,36005,6,Bronx County,NY,2.4,34475,34475,2.9,34473,3.2,9403,5,95.1,94953,6.7,94942,8.0,94921,8.9,40267,21.3,D,13,13,13,13,Metro,1,1,1,1
02/11/2021,36047,6,Kings County,NY,2.2,55587,55586,2.6,55577,2.8,13929,3.8,95.1,157953,6.2,157923,7.3,157894,8,63264,17.2,D,13,13,13,13,Metro,1,1,1,1
02/11/2021,36061,6,New York County,NY,4.8,77408,77405,5.3,77395,5.5,25202,9.1,95.1,194822,12,194797,13.3,194770,13.9,99954,36.2,C,9,9,9,9,Metro,1,1,1,1
02/11/2021,36081,6,Queens County,NY,2.7,61637,61635,3.2,61629,3.4,14183,3.9,95.1,173651,7.7,173628,8.9,173598,9.6,70276,19.1,C,9,9,9,9,Metro,1,1,1,1
02/10/2021,36081,6,Queens County,NY,2.5,56494,56493,2.9,56487,3.1,12191,3.3,95,169860,7.5,169837,8.7,169807,9.4,68297,18.5,C,9,9,9,9,Metro,1,1,1,1
02/10/2021,36047,6,Kings County,NY,2,50744,50743,2.4,50734,2.6,12113,3.3,95,154854,6,154824,7.2,154795,7.8,61763,16.8,D,13,13,13,13,Metro,1,1,1,1
02/10/2021,36061,6,New York County,NY,4.3,69976,69973,4.8,69964,5,20522,7.4,95,191189,11.7,191165,13.1,191138,13.7,97937,35.5,C,9,9,9,9,Metro,1,1,1,1
02/10/2021,36085,6,Richmond County,NY,3.3,15712,15711,3.8,15708,4.2,4327,5.5,95,50184,10.5,50180,12.3,50170,13.5,23563,29.7,B,5,5,5,5,Metro,1,1,1,1
02/10/2021,36005,6,Bronx County,NY,2.2,31806,31806,2.7,31804,3,8352,4.4,95,91275,6.4,91265,7.7,91249,8.5,38466,20.4,D,13,13,13,13,Metro,1,1,1,1
02/09/2021,36005,6,Bronx County,NY,2.1,29379,29379,2.5,29377,2.7,7486,4,94.8,87452,6.2,87443,7.4,87429,8.2,36520,19.3,D,13,13,13,13,Metro,1,1,1,1
02/09/2021,36085,6,Richmond County,NY,3,14224,14223,3.5,14221,3.8,3858,4.9,94.8,49382,10.4,49378,12.1,49369,13.3,23082,29.1,B,5,5,5,5,Metro,1,1,1,1
02/09/2021,36081,6,Queens County,NY,2.3,51645,51644,2.7,51638,2.9,10462,2.8,94.8,166567,7.4,166545,8.6,166515,9.2,66434,18,C,9,9,9,9,Metro,1,1,1,1
02/09/2021,36047,6,Kings County,NY,1.8,45763,45762,2.1,45753,2.3,10340,2.8,94.8,151926,5.9,151897,7.1,151868,7.7,60274,16.4,D,13,13,13,13,Metro,1,1,1,1
02/09/2021,36061,6,New York County,NY,3.9,64061,64058,4.4,64049,4.6,17233,6.2,94.8,187876,11.5,187852,12.8,187825,13.5,95798,34.7,C,9,9,9,9,Metro,1,1,1,1
